Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Female,7.93,2,3,1,57.0,7.3,No,No,73.7,73.1,Yes
Male,7.01,1,0,0,31.4,3.6,Yes,Yes,74.9,62.3,No
Male,6.16,2,1,0,80.9,8.2,Yes,Yes,61.1,67.0,Yes
Male,7.21,0,0,1,45.3,4.6,No,Yes,76.4,66.0,No
Female,6.12,0,2,0,64.0,5.7,No,No,70.4,75.4,No
Female,5.27,0,3,1,63.4,7.0,No,Yes,86.6,62.2,No
Male,7.93,1,1,2,53.1,6.9,No,No,78.2,56.1,No
Female,7.78,2,1,0,74.6,7.1,No,Yes,72.0,61.1,No
Male,7.67,5,3,1,59.5,8.3,Yes,Yes,78.9,67.5,Yes
Male,8.5,1,2,2,54.3,6.9,No,Yes,93.8,75.3,Yes
Male,6.53,3,2,1,43.2,6.7,No,Yes,83.7,81.2,No
Male,5.77,2,1,1,51.1,8.8,Yes,No,69.3,59.7,Yes
Female,7.13,0,1,0,71.3,6.4,No,No,80.1,57.1,No
Female,6.85,1,4,0,35.0,6.3,No,No,100.0,70.2,No
Female,6.36,1,1,1,90.2,,No,Yes,83.8,65.1,Yes
Female,7.12,0,0,1,62.7,9.5,No,Yes,73.7,67.0,No
Male,6.59,1,5,0,52.0,5.5,No,No,87.4,86.3,No
Female,5.36,1,1,0,73.9,3.9,No,No,57.0,58.7,No
Male,6.76,1,3,2,58.7,6.5,Yes,No,64.5,69.9,No
Female,6.06,1,0,2,78.4,8.6,Yes,Yes,56.2,76.7,Yes
Female,7.43,1,3,4,49.1,7.4,No,No,59.2,64.0,Yes
Female,6.54,3,2,2,50.1,5.7,No,Yes,75.1,82.2,No
Male,8.31,0,1,1,73.9,6.5,Yes,No,61.2,87.0,Yes
Male,8.8,1,3,2,83.0,5.0,Yes,Yes,64.9,70.2,Yes
Male,7.88,1,4,2,67.9,3.8,No,Yes,57.8,87.4,Yes
Male,5.65,3,0,0,68.5,6.1,No,Yes,79.6,73.3,Yes
Female,8.71,1,0,1,52.5,5.0,Yes,Yes,62.7,61.5,Yes
Male,8.78,2,0,5,57.3,6.0,Yes,No,83.7,80.5,No
Male,7.22,1,2,0,55.1,4.3,No,No,73.6,61.6,No
Female,8.52,0,5,3,84.4,9.1,No,No,89.0,59.6,No
Female,6.65,2,0,0,85.9,7.9,Yes,Yes,71.4,79.8,Yes
Male,5.33,1,3,1,72.8,5.7,No,No,83.7,64.5,No
Female,6.44,1,2,0,95.2,6.6,No,No,77.1,89.4,Yes
Male,8.93,1,3,3,74.3,8.1,No,No,81.1,55.2,Yes
Female,5.71,0,2,2,82.7,7.0,No,Yes,84.5,81.9,No
Male,7.2,3,0,1,61.7,6.0,No,Yes,76.8,70.6,No
Male,7.23,1,4,3,62.6,7.2,Yes,No,78.8,50.5,Yes
Male,6.69,1,1,2,62.7,6.1,No,Yes,80.6,83.2,No
Male,6.76,0,3,0,51.0,,Yes,Yes,58.9,62.4,Yes
Male,7.27,1,1,2,58.4,9.1,Yes,No,78.7,47.7,Yes
Female,6.64,3,2,2,69.9,7.1,No,Yes,83.4,90.1,Yes
Male,5.78,1,1,1,56.0,6.4,Yes,Yes,74.2,80.1,Yes
Male,7.42,0,0,0,73.3,5.0,Yes,Yes,61.5,69.0,No
Male,8.27,1,1,1,53.9,7.3,Yes,No,80.0,84.7,No
Male,8.07,0,2,2,53.2,8.1,No,No,61.0,72.8,Yes
Male,6.39,3,3,2,65.2,8.2,No,Yes,58.2,73.6,No
Female,5.95,0,3,2,34.4,10.0,Yes,Yes,86.6,87.9,Yes
Female,6.92,0,0,3,81.2,5.0,Yes,No,80.2,75.3,Yes
Male,8.77,1,4,2,75.6,3.5,Yes,No,67.0,83.1,No
Female,7.85,0,1,2,77.2,8.0,No,No,79.2,66.9,No
Male,7.9,2,1,3,76.2,4.7,Yes,Yes,73.0,58.9,Yes
Female,8.09,2,1,3,63.3,4.8,Yes,Yes,83.1,68.9,Yes
Female,7.62,0,0,1,68.7,7.3,Yes,Yes,100.0,79.0,Yes
Male,7.32,2,2,2,70.8,7.0,No,No,66.1,87.5,Yes
Female,7.86,1,4,2,43.2,5.5,No,No,71.5,73.2,Yes
Female,6.65,1,1,1,68.0,5.3,Yes,Yes,63.2,93.6,Yes
Male,5.79,2,3,5,59.3,6.5,No,No,85.5,65.2,Yes
Male,7.92,0,3,0,92.7,5.8,No,No,72.7,63.4,Yes
Female,8.44,0,2,2,62.1,6.7,Yes,Yes,72.8,73.8,No
Female,6.08,1,2,3,63.1,5.0,Yes,Yes,70.7,74.7,Yes
Female,8.02,0,3,2,46.7,5.2,Yes,Yes,69.2,69.2,No
Male,8.88,1,1,2,59.1,4.2,Yes,No,69.8,68.2,Yes
Female,7.2,2,4,0,33.3,7.0,Yes,Yes,71.1,64.9,Yes
Female,6.38,2,1,1,92.9,5.5,Yes,No,82.9,79.6,Yes
Female,7.32,3,3,1,73.8,7.6,Yes,No,84.3,73.9,Yes
Male,6.65,2,1,2,59.5,3.2,Yes,No,76.6,76.3,No
Male,6.58,2,2,0,72.6,4.4,Yes,No,89.4,48.0,No
Male,7.63,0,3,2,50.6,6.2,No,No,81.3,83.6,No
Male,5.6,0,1,1,62.3,5.5,Yes,No,68.7,63.8,No
Female,5.76,1,0,1,48.4,4.9,Yes,Yes,83.8,84.9,Yes
Male,7.22,1,2,0,42.0,6.1,Yes,Yes,84.4,60.0,No
Female,7.18,4,1,3,76.5,6.1,Yes,Yes,76.7,59.4,Yes
Female,7.54,0,2,2,63.4,7.8,No,Yes,72.2,67.5,No
Female,9.08,0,3,0,39.1,6.9,No,Yes,61.5,76.0,No
Female,7.3,0,2,0,52.6,8.2,No,Yes,70.3,83.6,Yes
Male,7.8,2,1,1,84.6,8.8,No,No,56.5,70.2,No
Male,6.22,0,2,4,54.1,5.5,No,Yes,71.5,65.5,No
Male,7.97,1,1,2,74.3,8.2,Yes,Yes,75.5,84.4,Yes
Male,6.67,1,1,5,54.0,7.8,Yes,No,85.9,69.4,Yes
Male,7.27,2,3,0,68.7,6.4,No,Yes,69.7,69.9,Yes
Female,7.09,0,2,0,72.9,7.3,No,No,77.5,81.3,No
Male,8.23,0,1,1,55.1,6.8,No,Yes,86.4,78.1,No
Male,5.89,3,4,2,63.0,6.4,Yes,Yes,63.6,79.0,Yes
Male,4.92,0,1,2,69.6,6.9,Yes,No,80.7,81.8,No
Male,6.99,4,2,1,56.5,7.0,No,No,58.4,61.2,No
Female,7.67,2,4,2,61.9,8.0,No,Yes,65.5,74.6,Yes
Female,7.35,0,3,1,50.8,4.9,Yes,No,66.4,64.0,No
Female,8.43,1,5,1,66.6,7.6,No,No,68.1,64.6,Yes
Female,7.64,1,1,2,81.1,4.8,No,No,67.8,81.4,Yes
Female,6.64,1,2,2,47.5,6.4,No,Yes,78.4,83.0,Yes
Male,4.87,0,1,1,54.4,6.9,No,Yes,72.9,96.5,Yes
Female,6.96,2,6,1,34.3,2.7,Yes,Yes,64.7,72.9,Yes
Female,8.23,0,2,1,72.7,6.1,Yes,No,59.8,58.7,No
Female,6.81,3,4,3,41.0,7.2,No,Yes,81.8,80.3,Yes
Male,7.23,0,1,5,72.5,6.3,No,Yes,84.6,64.3,Yes
Male,7.62,3,1,2,73.6,5.1,Yes,Yes,74.9,67.1,No
Female,6.18,3,1,2,78.6,7.6,No,No,47.0,81.2,No
Male,7.82,2,2,1,70.5,5.3,No,No,69.9,70.8,No
Male,8.84,0,1,3,42.4,6.8,Yes,No,68.2,77.1,No
Female,7.03,1,0,1,63.0,6.3,No,Yes,69.8,73.2,No
Male,6.07,1,2,1,67.9,6.4,No,Yes,88.1,79.3,No
Male,7.13,0,2,0,73.0,6.8,No,No,81.7,69.5,No
Male,4.98,0,3,1,73.6,5.6,Yes,Yes,82.9,60.1,Yes
Female,7.54,1,1,0,58.6,7.9,No,No,85.6,83.1,No
Female,7.65,3,1,0,63.4,5.3,No,Yes,71.0,66.0,No
Female,8.88,2,3,1,63.5,7.8,Yes,No,71.6,76.9,No
Male,7.01,1,7,1,46.0,5.9,No,Yes,75.8,76.3,Yes
Female,7.61,2,1,3,50.5,3.5,No,No,69.3,71.2,No
Male,6.34,1,4,2,63.9,5.3,No,Yes,69.1,73.2,No
Male,6.84,2,3,0,52.4,8.5,No,No,83.4,72.7,No
Male,5.67,0,2,3,43.1,8.2,Yes,Yes,80.8,48.5,Yes
Female,7.01,0,2,0,42.2,3.6,No,Yes,54.2,73.4,No
Female,6.89,0,3,2,75.4,5.4,No,Yes,73.1,75.7,Yes
Female,7.5,0,0,5,70.3,3.6,No,Yes,86.8,82.9,No
Female,6.58,2,4,2,67.2,6.7,No,No,82.8,58.2,No
Male,7.28,3,6,1,60.1,5.5,No,Yes,76.1,77.1,Yes
Female,6.87,1,0,1,56.3,7.0,Yes,No,90.3,59.7,No
Male,6.87,0,3,0,34.8,7.5,Yes,No,70.9,85.5,No
Female,7.28,2,3,1,73.9,8.8,No,Yes,72.6,67.3,Yes
Female,7.24,1,0,3,58.9,9.1,No,No,54.4,79.3,Yes
Female,7.96,1,2,2,74.3,9.4,No,No,74.9,86.3,Yes
Male,7.08,0,3,2,50.9,7.9,No,No,93.7,70.8,No
Male,6.85,0,0,1,89.7,6.3,No,No,74.9,65.5,No
Male,7.02,2,0,1,67.8,3.8,No,No,77.1,69.5,No
Male,6.49,3,1,1,63.2,5.3,No,Yes,73.2,84.4,Yes
Male,6.84,3,0,2,49.7,4.5,No,No,79.5,80.4,No
Female,,3,3,0,67.5,7.2,Yes,No,68.4,79.8,Yes
Male,6.29,1,3,1,74.2,9.6,Yes,Yes,92.8,88.8,Yes
Male,6.92,1,3,3,31.4,5.2,Yes,Yes,85.9,71.3,Yes
Male,6.81,0,3,2,63.0,4.3,No,Yes,82.1,73.0,Yes
Male,6.95,2,1,2,63.2,5.0,Yes,No,86.7,77.7,Yes
Female,6.87,0,0,0,71.8,9.1,Yes,No,74.7,58.2,No
Male,7.48,2,3,1,39.8,8.4,No,Yes,68.4,83.3,No
Female,5.49,2,1,1,77.0,8.1,No,Yes,78.7,64.9,Yes
Female,8.24,1,1,2,76.1,4.5,No,No,87.0,74.8,No
Female,7.83,2,1,3,76.6,7.9,No,No,72.2,79.2,Yes
Male,5.96,1,1,1,55.1,6.6,Yes,No,72.0,66.5,No
Female,4.93,0,2,0,81.8,7.8,Yes,No,76.2,63.1,No
Male,6.22,0,2,3,52.8,4.9,No,Yes,55.2,71.7,No
Male,6.96,0,2,4,33.3,6.5,Yes,Yes,64.6,78.3,No
Male,9.78,2,1,1,69.7,5.6,No,Yes,69.3,78.8,Yes
Male,7.74,0,3,1,64.1,7.5,No,Yes,86.8,74.0,Yes
Male,5.39,0,3,1,83.3,9.8,No,No,79.1,61.6,Yes
Female,6.51,3,1,1,49.5,4.5,Yes,No,64.5,60.9,No
Female,7.15,1,0,2,59.8,6.2,No,No,78.4,80.1,No
Male,7.45,3,2,0,58.5,8.1,No,No,76.0,72.9,Yes
Female,5.89,1,0,1,77.0,5.9,Yes,No,69.9,81.0,No
Male,,0,0,3,48.7,5.3,No,Yes,68.8,69.9,No
Female,6.48,1,0,1,84.1,6.6,Yes,Yes,98.7,71.5,Yes
Female,6.1,0,0,3,54.0,5.9,No,No,57.2,74.2,No
Female,7.46,3,2,2,58.4,9.1,Yes,Yes,69.4,84.5,Yes
Female,7.97,0,1,1,65.6,7.0,Yes,No,83.1,80.0,Yes
Female,8.04,4,0,3,49.8,7.3,Yes,No,66.3,64.0,Yes
Male,7.77,0,1,1,70.9,5.2,Yes,No,69.5,73.3,No
Male,6.7,0,0,0,68.9,6.7,No,Yes,63.1,79.3,No
Female,7.91,0,3,5,55.7,6.4,No,No,77.5,83.7,Yes
Male,7.51,1,1,0,69.3,7.5,Yes,Yes,78.7,99.3,Yes
Female,7.33,2,1,1,69.7,7.5,Yes,Yes,64.2,63.1,Yes
Male,6.59,4,4,0,73.6,5.7,No,No,89.4,79.0,No
Female,6.7,1,2,2,81.5,6.7,Yes,No,65.4,81.4,No
Female,7.27,3,4,1,71.3,8.0,No,Yes,79.6,77.7,Yes
Female,9.64,3,2,0,72.3,5.6,No,No,62.2,73.7,No
Male,7.5,1,2,3,48.5,9.4,No,No,80.5,69.8,Yes
Male,6.59,0,2,0,42.0,4.7,Yes,Yes,80.2,72.8,No
Female,6.37,1,1,0,56.7,6.1,Yes,Yes,67.7,75.4,No
Female,6.71,1,4,0,69.9,5.2,No,No,78.8,75.4,No
Male,9.38,1,0,3,71.2,7.3,Yes,No,78.5,83.3,Yes
Male,6.8,0,1,0,27.1,6.5,No,Yes,72.7,73.5,No
Male,8.11,0,4,4,67.0,4.5,Yes,Yes,83.3,77.1,Yes
Male,6.82,0,1,1,81.9,9.6,No,No,66.1,84.8,No
Male,7.46,1,4,5,98.9,5.6,No,Yes,87.4,77.9,Yes
Female,7.99,2,2,1,86.6,3.5,Yes,Yes,80.4,83.4,Yes
Male,6.63,0,0,2,57.2,6.9,Yes,No,62.3,71.7,Yes
Female,6.56,3,1,2,56.3,6.7,Yes,No,80.6,71.8,No
Female,8.86,0,1,0,72.4,5.6,No,No,72.9,49.7,No
Male,8.18,0,4,1,77.1,5.2,No,Yes,69.2,75.9,Yes
Male,7.99,1,2,3,81.9,6.5,No,No,82.7,61.2,No
Female,7.99,2,3,3,74.0,4.9,No,Yes,85.5,65.6,Yes
Male,7.66,0,2,2,46.6,7.8,No,No,51.7,85.4,No
Female,9.22,1,3,3,44.1,7.7,No,Yes,74.5,83.6,Yes
Male,7.24,1,0,1,86.9,6.6,Yes,No,73.7,74.8,No
Male,7.78,0,2,0,62.5,4.8,No,No,69.7,76.7,No
Male,5.75,1,3,1,50.5,4.8,Yes,No,76.9,80.8,No
Female,6.38,0,2,0,,7.0,Yes,No,85.4,81.3,No
Male,6.0,1,1,1,56.9,7.1,Yes,Yes,62.0,67.2,Yes
Female,8.47,0,1,1,88.9,6.5,No,No,67.5,77.6,Yes
Male,4.65,1,0,0,61.3,7.3,No,No,67.7,64.2,No
Female,6.8,3,3,2,75.8,7.3,No,Yes,80.7,77.6,Yes
Male,4.21,3,4,0,70.2,6.5,No,No,69.3,68.0,No
Female,6.37,2,0,0,64.1,6.6,Yes,No,82.6,72.5,No
Female,6.71,2,0,1,35.4,4.1,No,Yes,84.2,65.2,Yes
Female,8.58,0,5,4,77.6,6.5,Yes,No,72.9,75.4,Yes
Female,7.6,0,2,1,53.9,6.3,No,Yes,76.8,67.0,No
Female,6.37,0,2,1,40.2,5.3,No,Yes,73.7,98.2,No
Female,8.27,3,1,1,37.3,7.4,Yes,Yes,95.3,63.7,Yes
Male,7.22,1,1,1,73.8,6.4,No,Yes,65.4,87.4,Yes
Female,7.24,2,3,1,77.1,6.9,Yes,Yes,60.0,73.1,Yes
Female,6.0,3,2,0,30.7,3.5,No,No,49.0,74.1,No
Female,6.21,0,2,2,57.2,6.2,Yes,No,77.2,80.5,Yes
Male,6.37,0,5,5,70.5,7.5,No,No,77.4,63.8,No
Male,7.25,2,1,0,67.3,5.9,No,Yes,63.7,84.5,Yes
Male,7.28,2,3,3,57.3,6.2,Yes,Yes,67.4,73.7,Yes
Female,8.74,3,1,1,63.7,6.9,Yes,Yes,84.9,51.2,Yes
Male,7.59,1,2,1,79.2,6.5,No,No,83.2,75.5,Yes
Male,4.49,0,2,3,71.6,8.5,Yes,No,72.6,72.8,No
Female,7.46,3,3,0,74.7,7.3,Yes,Yes,70.5,69.6,Yes
Female,5.75,1,2,2,58.4,7.2,Yes,Yes,70.0,72.1,Yes
Male,6.23,0,4,3,45.9,7.0,No,No,78.6,89.5,No
Female,6.39,1,0,3,68.6,8.4,No,Yes,78.7,80.6,No
Female,6.54,2,1,0,77.0,7.2,Yes,Yes,82.9,59.7,Yes
Female,5.82,0,3,1,54.8,4.9,Yes,Yes,81.8,57.2,No
Female,7.4,0,2,1,68.5,8.1,Yes,Yes,67.2,68.5,Yes
Male,5.79,1,1,2,65.0,5.3,Yes,No,76.1,87.3,Yes
Female,7.56,1,1,0,40.1,7.4,Yes,No,79.8,83.5,Yes
Male,9.44,1,0,1,62.6,4.8,No,Yes,69.7,64.1,Yes
Male,5.87,2,1,3,67.6,4.0,No,No,74.9,64.2,No
Male,6.92,3,1,2,58.0,6.1,Yes,No,68.4,74.3,No
Male,4.68,2,3,0,81.4,9.0,No,Yes,66.4,71.6,Yes
Female,6.9,0,3,1,46.3,5.0,Yes,Yes,62.6,56.6,No
Female,7.84,0,4,0,97.3,4.9,No,No,63.5,70.5,No
Female,7.92,0,3,1,64.9,,No,Yes,71.0,62.9,Yes
Male,7.28,3,3,3,62.1,3.6,No,Yes,68.8,60.0,Yes
Male,8.09,2,1,3,78.7,8.5,No,Yes,83.9,64.7,Yes
Male,9.75,5,1,1,42.6,9.3,No,No,67.7,59.2,Yes
Female,8.91,0,0,1,99.2,6.2,Yes,No,73.4,71.1,Yes
Male,6.68,3,3,2,54.8,5.4,Yes,No,77.0,61.2,No
Female,5.75,2,3,1,78.3,5.8,Yes,Yes,66.5,69.7,Yes
Female,6.79,2,3,0,65.0,5.0,Yes,No,71.2,74.6,Yes
Female,6.25,1,2,2,49.7,6.6,Yes,No,47.9,79.2,Yes
Female,,2,1,1,80.3,7.8,Yes,No,85.7,69.3,Yes
Male,6.02,0,4,1,72.9,9.1,No,Yes,78.0,88.1,Yes
Female,7.13,1,3,2,100.0,5.3,Yes,No,100.0,78.7,Yes
Male,8.04,4,4,2,70.8,5.2,No,No,73.7,83.7,Yes
Female,7.1,0,5,1,55.5,7.4,No,Yes,81.5,79.5,Yes
Male,6.25,2,2,1,37.2,6.1,No,No,84.6,70.2,No
Male,8.37,1,2,0,53.8,6.4,No,Yes,76.8,69.1,No
Female,5.32,0,2,3,68.8,6.1,No,Yes,60.1,73.1,Yes
Female,6.87,1,2,3,59.4,6.9,No,Yes,96.3,81.7,Yes
Female,7.16,0,2,1,76.4,7.3,No,No,72.9,71.0,Yes
Male,7.22,2,2,0,70.4,6.5,Yes,Yes,71.5,55.7,Yes
Female,7.38,0,1,1,46.3,5.4,Yes,No,76.5,65.9,No
Female,7.81,0,2,1,58.9,8.1,No,Yes,91.7,43.0,No
Male,7.16,2,1,1,52.0,6.3,No,Yes,83.5,67.3,No
Female,6.83,1,1,2,70.2,8.6,Yes,No,84.0,67.3,Yes
Male,6.79,0,3,3,71.5,4.9,No,Yes,72.8,68.9,Yes
Female,6.59,1,3,1,56.0,5.8,No,No,90.2,77.2,No
Male,7.99,2,1,2,40.4,4.4,No,No,72.7,89.5,No
Male,6.55,1,3,1,100.0,7.6,No,No,61.3,63.7,Yes
Female,8.05,2,1,0,69.8,7.1,No,No,74.3,76.1,Yes
Male,7.22,0,1,3,69.8,7.3,Yes,Yes,74.9,55.9,Yes
Female,6.68,1,1,2,36.9,6.0,No,Yes,65.2,76.3,Yes
Female,7.82,0,2,1,75.9,7.7,No,Yes,69.0,73.4,Yes
Male,6.47,1,0,2,81.0,7.3,No,No,68.0,96.9,No
Female,7.84,0,5,5,70.1,5.7,No,Yes,87.6,68.4,Yes
Male,7.41,2,4,1,67.0,9.4,No,Yes,70.7,71.2,Yes
Male,6.6,0,2,1,67.0,6.5,No,Yes,81.4,59.3,No
Male,7.73,0,2,1,51.7,6.8,Yes,No,82.5,85.9,No
Male,7.75,0,0,1,54.5,7.8,Yes,No,84.1,62.6,No
Male,8.36,2,1,0,,5.4,Yes,Yes,81.6,81.5,Yes
Male,8.17,2,2,2,81.5,6.5,No,No,78.2,87.2,Yes
Male,7.69,3,1,1,69.0,5.5,No,No,51.1,56.9,No
Male,6.07,2,2,5,53.9,4.7,Yes,Yes,57.1,72.7,Yes
Female,9.65,3,1,1,55.3,7.3,No,Yes,66.4,73.6,Yes
Female,5.8,1,6,0,32.6,2.6,Yes,No,69.1,57.2,No
Male,8.15,2,1,1,71.7,4.2,Yes,No,68.3,56.6,No
Female,7.63,0,1,0,61.9,7.6,Yes,Yes,76.6,53.6,Yes
Female,6.03,0,1,2,67.8,4.2,Yes,Yes,76.4,55.6,No
Female,7.08,1,0,1,100.0,5.6,Yes,No,60.1,80.3,No
Female,7.12,1,2,2,58.3,6.9,Yes,No,83.5,52.3,No
Female,8.51,0,0,2,68.2,7.3,Yes,Yes,78.1,75.8,Yes
Female,6.49,0,3,5,55.5,7.3,No,Yes,72.1,85.2,No
Male,6.94,0,2,3,62.5,7.5,Yes,No,75.1,80.3,No
Female,4.86,0,4,0,50.4,4.9,No,No,86.8,61.7,No
Female,8.93,2,3,1,48.5,7.3,Yes,Yes,76.0,95.7,Yes
Female,6.13,3,2,0,,5.8,No,No,80.7,75.0,No
Female,7.53,1,1,2,48.8,2.5,Yes,Yes,61.5,68.7,No
Male,7.1,2,1,0,68.5,9.0,No,Yes,73.8,90.3,Yes
Male,7.1,2,1,1,60.3,5.8,Yes,Yes,70.5,82.1,Yes
Male,8.01,2,0,2,61.7,6.5,Yes,Yes,69.4,69.2,Yes
Male,8.87,0,1,2,58.2,5.3,Yes,No,73.2,76.3,No
Female,7.45,2,1,2,67.3,7.3,Yes,Yes,77.7,79.3,Yes
Male,7.86,3,1,1,66.4,5.9,Yes,Yes,77.1,84.2,Yes
Male,7.53,2,3,2,65.5,5.4,No,Yes,78.3,62.8,Yes
Male,8.22,0,2,0,60.1,10.0,No,Yes,50.9,89.7,Yes
Male,6.74,1,2,3,75.9,2.3,Yes,Yes,78.3,65.9,Yes
Female,8.28,2,4,1,34.9,5.7,No,Yes,80.7,74.6,No
Male,8.31,1,4,0,53.5,6.8,No,No,63.4,62.3,No
Female,8.28,1,2,2,53.0,4.7,No,No,81.1,53.0,No
Male,6.54,0,1,0,74.7,5.4,Yes,No,85.5,62.7,Yes
Female,7.03,4,1,3,56.9,6.9,No,Yes,76.7,71.9,Yes
Female,7.44,1,1,0,50.4,2.7,No,Yes,72.7,83.0,No
Male,,0,3,2,67.6,8.7,No,No,75.0,72.7,No
Male,8.79,1,0,0,,6.8,No,No,65.1,85.3,No
Male,7.19,1,2,2,76.1,6.7,No,Yes,70.8,77.7,Yes
Male,7.48,1,0,1,78.9,6.5,No,Yes,78.1,67.9,No
Female,6.62,3,2,2,66.8,5.6,No,No,89.2,85.7,No
Female,5.87,3,1,2,69.2,6.0,Yes,Yes,83.1,74.6,Yes
Male,6.6,1,6,0,61.1,6.7,No,No,56.2,65.5,Yes
Male,7.42,0,2,2,60.1,5.7,No,Yes,65.1,73.9,No
Female,7.87,2,2,2,50.4,5.9,No,No,69.4,70.1,No
Male,7.36,0,2,0,75.4,7.1,Yes,Yes,79.6,72.4,Yes
Female,7.55,0,0,1,38.0,4.4,No,Yes,75.6,63.2,Yes
Male,6.86,0,1,1,,7.3,Yes,No,100.0,81.8,No
Female,7.7,2,3,1,93.0,10.0,Yes,No,81.5,61.2,Yes
Female,8.68,0,3,1,63.3,9.5,Yes,No,79.6,70.6,Yes
Female,7.9,1,1,2,67.1,6.9,Yes,Yes,80.7,75.9,Yes
Female,8.01,2,0,0,46.8,4.6,No,No,76.9,64.5,No
Female,7.49,0,2,1,72.3,8.6,No,No,86.8,71.8,Yes
Male,5.7,0,3,1,85.6,6.2,Yes,Yes,72.7,63.4,Yes
Female,6.16,1,2,0,86.8,8.6,Yes,Yes,63.8,59.3,Yes
Male,7.65,2,1,0,42.3,5.4,No,No,79.5,88.7,No
Female,7.19,1,1,1,82.5,5.6,No,Yes,85.6,80.8,Yes
Female,7.64,1,1,1,65.2,7.2,Yes,No,76.7,72.2,Yes
Male,8.88,0,1,2,27.1,5.5,No,Yes,71.6,80.6,No
Male,7.93,1,5,0,41.9,9.3,Yes,Yes,100.0,80.0,Yes
Male,8.46,0,2,2,36.8,7.3,No,Yes,62.8,68.6,No
Male,7.29,1,2,1,74.0,9.2,No,Yes,75.0,82.3,Yes
Female,6.39,3,1,0,62.2,4.8,No,Yes,82.0,63.5,Yes
Male,7.14,1,0,1,55.2,5.2,No,Yes,73.9,80.9,No
Female,6.4,1,0,1,63.6,10.0,Yes,Yes,75.9,56.5,No
Male,8.76,0,2,2,91.3,4.1,No,Yes,72.1,68.8,No
Male,7.99,0,3,0,60.6,8.5,No,Yes,81.1,58.4,Yes
Female,7.72,1,2,1,69.9,6.8,No,No,77.1,76.3,No
Female,8.44,2,0,1,74.5,5.9,No,Yes,78.5,85.5,No
Male,5.18,2,2,1,46.8,8.0,No,Yes,68.3,80.5,No
Female,7.79,0,1,3,73.5,8.9,Yes,No,79.9,67.8,Yes
Female,5.89,1,3,1,78.8,6.6,No,Yes,58.3,60.4,No
Female,7.19,1,1,1,80.0,6.9,Yes,Yes,81.1,100.0,Yes
Female,6.89,1,1,0,62.8,6.8,No,Yes,100.0,99.6,Yes
Female,7.86,1,4,3,79.1,6.4,No,No,79.8,59.5,No
Female,7.43,2,5,0,72.4,4.0,No,Yes,74.7,78.4,No
Female,8.55,1,3,2,66.0,5.2,Yes,No,81.2,60.2,Yes
Female,6.6,2,1,1,78.7,8.4,No,No,75.7,58.6,No
Male,7.91,0,0,2,91.2,5.7,No,Yes,91.8,72.5,Yes
Female,7.36,1,6,0,78.8,5.0,No,No,87.3,72.5,No
Male,5.56,0,4,1,63.9,,No,Yes,73.1,81.4,Yes
Female,6.28,0,5,1,57.7,6.1,No,No,65.6,50.5,No
Female,7.05,2,0,4,72.9,4.4,No,No,77.2,71.5,No
Female,8.31,2,2,2,67.3,6.3,Yes,Yes,77.2,75.1,No
Female,7.66,1,1,4,81.8,6.6,No,Yes,79.1,99.7,Yes
Male,6.03,1,1,1,50.7,5.4,No,Yes,85.9,63.2,Yes
Male,7.06,1,0,3,80.6,7.0,Yes,No,93.3,76.1,No
Female,9.22,2,1,0,44.1,10.0,Yes,Yes,71.4,87.3,Yes
Male,7.31,0,1,0,62.4,6.0,No,Yes,61.3,93.7,No
Female,6.87,4,1,2,73.7,4.7,Yes,Yes,64.7,89.3,Yes
Female,7.69,0,1,1,63.3,8.1,Yes,No,68.2,73.8,No
Male,7.96,1,3,0,71.6,8.0,No,Yes,85.7,70.5,Yes
Male,6.74,0,4,3,85.8,8.2,No,Yes,56.9,64.0,Yes
Female,7.7,1,1,0,56.5,7.0,No,No,76.5,86.5,No
Female,6.87,0,2,3,43.9,5.6,Yes,Yes,62.9,66.7,No
Male,7.92,1,2,0,48.0,6.7,Yes,Yes,73.2,69.0,Yes
Female,7.37,0,1,1,63.7,5.6,No,Yes,70.2,74.4,No
Male,7.68,0,2,0,83.7,,No,No,57.5,60.2,Yes
Female,6.44,2,2,0,60.3,8.0,No,No,80.9,75.2,No
Female,6.38,0,2,1,97.3,4.1,No,No,65.5,64.8,No
Male,8.15,1,0,2,45.9,5.8,No,Yes,77.7,80.0,No
Male,7.12,2,3,1,38.8,7.8,No,No,93.7,100.0,No
Male,7.49,1,1,1,68.5,4.7,No,No,65.4,82.6,No
Female,6.89,0,4,3,56.5,6.5,Yes,Yes,80.8,56.6,Yes
Female,8.1,1,1,1,53.7,3.9,No,Yes,67.6,75.0,Yes
Female,6.59,0,5,1,65.3,5.9,No,No,59.4,66.0,No
Female,7.06,1,3,2,46.5,6.5,Yes,No,91.1,75.1,No
Male,7.99,1,0,0,73.2,4.7,Yes,No,76.8,78.8,No
Female,8.37,0,0,0,67.9,6.7,Yes,Yes,78.8,66.9,Yes
Female,6.68,3,3,2,59.6,7.3,Yes,No,60.9,77.6,No
Female,9.16,2,2,0,68.2,5.1,Yes,No,68.0,81.1,Yes
Male,7.51,2,7,1,93.7,7.6,No,Yes,70.3,68.6,Yes
Female,6.16,2,2,1,61.3,8.0,No,No,74.4,78.9,No
